unit_id,date,kri_failed_txn_7d,kri_downtime_hours_30d,kri_queue_len_mean_14d,incidents_count_90d,sum_loss_amt_365d,days_since_last_incident,num_controls,avg_control_effectiveness,pct_controls_tested_12m,open_audit_finding_count,attrition_rate_90d,avg_tenure_months,major_release_last_30d,open_changes_count,incident_narrative,regulatory_alert_score,third_party_incident_count,target_event_30d,target_severity_amt
UNIT_087,4/15/23,5,4.824,12,1,5803.79,50,16,3.503,0.33,0,0.0371,44.61,0,0,,0.11,0,0,0
UNIT_101,5/25/23,5,4.871,2,2,2391.67,105,7,4.09,0.422,2,0.0125,105.53,0,1,,0.114,0,0,0
UNIT_117,8/18/24,1,2.596,2,2,818.46,230,5,3.569,0.698,2,0.0219,3.91,0,0,,0.249,1,0,0
UNIT_068,8/15/24,5,4.917,10,0,868.03,300,10,4.15,0.215,1,0.0209,75.74,0,0,,0.129,0,0,0
UNIT_110,3/23/23,3,5.707,13,3,276.05,38,5,1.627,0.222,0,0.0166,60.96,1,0,,0.114,0,0,0
UNIT_073,10/9/23,4,3.272,14,3,248.27,255,3,2.82,0.473,0,0.0317,51.45,0,0,,0.182,0,0,0
UNIT_063,6/6/23,3,4.174,13,3,6596.54,335,3,1.52,0.399,0,0.0326,42.75,0,0,,0.559,0,0,0
UNIT_062,10/16/24,5,6.403,9,2,6422.44,175,20,3.861,0.565,1,0.0146,1.56,0,0,,0.387,0,0,0
UNIT_120,6/3/23,4,1.821,5,1,2072.04,106,14,5,0.264,0,0.0032,52,0,1,,0.424,0,0,0
UNIT_080,6/22/23,8,4.467,11,0,1891.16,350,11,2.79,0.341,1,0.0177,114.12,0,0,,0.281,0,0,0
UNIT_024,7/16/23,4,2.231,7,3,20716.44,336,24,4.775,0.094,1,0.021,30.79,0,0,,0.15,0,0,0
UNIT_108,4/4/24,4,3.343,7,3,740.63,186,2,4.025,0.282,1,0.0164,23.06,0,1,,0.153,0,0,0
UNIT_057,11/15/24,2,2.406,10,2,4371.15,103,10,2.421,0.261,1,0.017,81.27,0,0,,0.109,0,0,0
UNIT_036,5/25/23,3,7.875,16,0,19.63,209,8,3.914,0.401,0,0.0169,17.68,0,0,Process failure leading to 13055 loss; root cause: human error; impacted accounts: multiple.,0.368,0,0,0
UNIT_006,11/17/24,3,4.989,12,3,10012.05,331,22,1.194,0.252,1,0.0226,55.07,1,2,,0.416,0,1,390.76
UNIT_066,4/24/23,5,2.418,5,4,8057.48,287,19,2.937,0.372,2,0.0446,46.41,1,0,Process failure leading to 20241 loss; root cause: human error; impacted accounts: multiple.,0.437,1,0,0
UNIT_088,9/13/23,5,6.886,0,4,3478.95,165,6,4.76,0.464,0,0.0345,34.62,0,0,,0.552,0,0,0
UNIT_056,11/28/24,2,3,8,0,1794.05,37,18,2.946,0.113,1,0.0254,50.6,0,0,,0.438,0,0,0
UNIT_016,8/28/23,4,2.933,11,2,1403.02,331,12,3.805,0.266,1,0.0191,65.85,0,0,Near miss detected during scheduled change. No loss recorded.,0.496,0,0,0
UNIT_078,9/6/24,2,5.025,10,1,1250.91,86,8,3.982,0.156,0,0.0012,71.17,0,1,,0.198,0,0,0
UNIT_007,10/27/23,1,2.889,3,1,2091.4,147,9,2.173,0.12,2,0.0069,44.06,0,0,,0.15,1,0,0
UNIT_057,5/10/24,2,3.857,0,2,663.4,223,9,1.913,0.562,1,0.0125,43.87,0,1,,0.322,0,0,0
UNIT_049,8/24/23,5,1.81,8,2,10091.93,80,17,4.51,0.281,0,0.0155,4.95,0,0,Near miss detected during scheduled change. No loss recorded.,0.129,0,1,5209.88
UNIT_040,1/27/24,3,2.052,5,0,4190.32,322,8,3.41,0.267,2,0.0097,68.7,0,0,,0.186,0,0,0
UNIT_083,9/12/24,3,1.039,5,1,8581.55,392,6,3.566,0.099,2,0.0454,83.95,1,1,,0.418,0,0,0
UNIT_001,6/27/24,4,6.804,5,0,10140.22,288,7,2.416,0.247,0,0.0153,61.05,0,1,Near miss detected during scheduled change. No loss recorded.,0.395,0,0,0
UNIT_104,2/20/23,5,5.44,8,2,6904.97,175,20,1.731,0.306,3,0.0172,55.73,1,1,,0.658,1,0,0
UNIT_104,2/4/23,7,2.809,9,3,68.46,156,23,2.605,0.488,0,0.0402,41.23,0,0,,0.161,0,0,0
UNIT_004,12/4/24,6,4.681,13,5,6560.97,142,6,3.592,0.676,0,0.0068,19.89,0,0,,0.266,0,0,0
UNIT_069,6/19/24,5,7.033,9,3,13415.25,249,7,3.904,0.007,1,0.0378,1,0,0,,0.239,1,0,0
UNIT_016,10/26/23,2,3.163,12,2,845.45,384,13,3.14,0.272,1,0.0324,97.8,0,0,,0.696,0,0,0
UNIT_064,3/6/24,3,2.875,6,2,357.03,52,17,2.575,0.285,2,0.0195,56.13,0,1,,0.536,0,0,0
UNIT_083,5/23/24,4,4.235,11,0,1150.69,213,1,3.335,0.092,0,0.0567,34.82,0,0,,0.37,1,0,0
UNIT_063,11/8/23,6,5.055,4,1,8064.15,291,11,1,0.312,1,0.036,16.39,0,0,,0.145,0,0,0
UNIT_071,10/28/24,5,0,3,0,1492.58,371,19,2.831,0.468,1,0.0274,87.71,0,0,,0.586,0,0,0
UNIT_055,9/27/24,2,0,8,1,1404.85,171,11,3.418,0.301,1,0.0173,1,0,0,,0.279,0,0,0
UNIT_063,5/3/24,4,1.559,18,1,10445.28,20,10,2.856,0.254,0,0.0291,69.13,0,1,Near miss detected during scheduled change. No loss recorded.,0.172,0,0,0
UNIT_111,10/11/24,5,2.276,9,2,4306.45,217,9,2.427,0.216,1,0,71.25,0,0,,0.083,0,0,0
UNIT_103,10/9/23,4,5.667,5,3,1342.33,270,7,2.808,0.084,0,0.0171,40.96,0,0,,0.175,0,0,0
UNIT_022,1/11/23,4,4.918,18,2,11314.83,379,4,4.163,0.326,0,0.0131,1,1,2,Process failure leading to 7421 loss; root cause: human error; impacted accounts: multiple.,0.317,0,0,0
UNIT_093,7/11/24,4,4.958,8,0,1190.41,239,1,3.218,0.462,2,0.0071,82.71,0,1,,0.168,0,0,0
UNIT_055,8/12/24,0,3.901,4,1,3566.12,376,19,3.404,0.035,1,0.0237,32.06,0,1,,0.012,0,0,0
UNIT_026,11/13/23,1,3.893,9,0,515.32,145,12,2.249,0.259,3,0.0165,85.62,0,0,,0.078,0,0,0
UNIT_076,9/5/23,5,9.723,18,3,5571.44,196,1,3.313,0.257,2,0.0081,52.1,0,0,,0.319,1,0,0
UNIT_098,8/5/24,3,3.443,8,1,5208.4,185,1,1.92,0.467,1,0.0318,24.28,0,0,,0.021,0,0,0
UNIT_015,5/1/23,3,3.846,7,1,3211.77,252,17,3.095,0.217,1,0.0102,65.21,0,0,,0.434,0,0,0
UNIT_082,1/7/24,7,3.567,13,1,10411.48,11,6,1.264,0.356,0,0.0082,59.37,0,0,,0.174,0,0,0
UNIT_015,1/6/24,2,2.888,9,2,6121.55,135,19,2.78,0.288,0,0.0029,34.35,0,0,,0.026,0,0,0
UNIT_111,10/9/23,6,9.183,9,4,1004.4,126,9,4.73,0.268,0,0.007,59.35,0,1,,0.244,0,0,0
UNIT_090,7/15/24,5,7.599,15,2,2277.91,374,1,2.949,0.418,0,0.0302,89.24,0,1,,0.088,0,0,0
UNIT_035,6/25/24,2,2.979,4,1,3937.01,85,19,3.174,0.044,1,0.029,28.43,1,1,,0.553,1,0,0
UNIT_073,1/17/24,7,3.836,9,1,2699.34,108,10,2.975,0.077,1,0.036,1,0,2,,0.052,0,0,0
UNIT_025,4/26/23,1,3.215,6,0,6618.27,6,18,3.764,0.29,2,0,13.99,0,1,Process failure leading to 701 loss; root cause: human error; impacted accounts: multiple.,0.267,0,0,0
UNIT_101,10/17/23,8,6.12,11,0,856.21,350,11,3.133,0.352,0,0.0139,19.3,0,1,,0.404,0,0,0
UNIT_065,1/6/24,7,8.396,16,2,2881.61,214,7,2.41,0.457,0,0.0294,49.49,1,2,Near miss detected during scheduled change. No loss recorded.,0.272,0,0,0
UNIT_098,1/25/24,3,3.939,5,4,651,64,2,2.589,0.647,1,0.0392,12.62,0,0,,0.647,0,0,0
UNIT_060,7/14/24,1,4.679,4,4,12645.66,184,21,2.618,0.36,0,0.0048,1,0,1,,0.255,0,0,0
UNIT_022,11/30/23,8,8.351,13,3,3785.86,81,9,2.969,0.228,0,0.0001,52.14,0,0,Near miss detected during scheduled change. No loss recorded.,0.229,0,0,0
UNIT_045,6/30/23,0,3.802,12,0,255.07,29,25,2.467,0.368,1,0,59.15,0,0,,0.151,0,0,0
UNIT_052,5/1/24,1,4.284,9,1,1205.49,382,18,3.552,0.286,0,0.0384,41.23,0,0,,0.051,1,0,0
UNIT_019,12/26/24,7,3.493,17,1,4257.72,39,22,4.568,0.2,1,0.0139,120.49,0,0,,0.395,0,0,0
UNIT_002,3/20/23,3,4.61,6,1,1882.26,113,14,2.879,0.361,0,0.013,56.14,1,2,,0.087,0,0,0
UNIT_039,1/12/24,1,3.661,6,4,33.16,112,7,2.325,0.71,1,0.0568,92.31,0,1,,0.652,0,0,0
UNIT_048,11/10/24,2,7.755,6,4,5608.37,37,14,3.122,0.026,0,0.0165,98.08,0,0,,0.43,0,0,0
UNIT_041,10/6/23,5,2.599,8,1,4760.97,3,10,2.901,0.355,2,0.0196,23.77,0,0,,0.446,1,0,0
UNIT_073,8/14/24,6,3.538,14,1,3070.68,44,7,3.795,0.268,0,0.0229,24.19,0,0,,0.262,0,0,0
UNIT_096,5/9/23,2,3.98,0,3,1134.66,201,19,4.47,0.114,0,0.0279,26.74,0,0,,0.044,0,0,0
UNIT_060,2/1/23,6,4.37,7,0,6691.87,43,13,3.346,0.438,0,0.0185,61.31,0,0,,0.356,0,0,0
UNIT_103,1/18/23,2,4.115,9,3,2016.57,285,14,3.053,0.244,3,0.0104,9.86,0,0,,0.145,0,0,0
UNIT_048,12/23/23,4,8.522,14,0,2931.95,154,18,2.616,0.155,1,0.0107,30.64,0,0,,0.155,0,0,0
UNIT_069,5/19/24,2,5.226,11,1,135.27,260,10,3.978,0.388,0,0.0266,55.76,0,0,,0.492,0,0,0
UNIT_044,8/16/23,2,2.371,15,3,14089.55,19,3,2.616,0.442,1,0.0378,11.54,0,0,,0.372,1,0,0
UNIT_115,1/23/23,1,4.279,5,1,527.41,177,7,4.77,0.749,0,0.0198,42.37,0,0,,0.272,0,0,0
UNIT_076,11/3/23,9,6.746,15,1,47038.21,204,1,2.469,0.198,0,0.0018,4.53,0,0,,0.236,0,0,0
UNIT_031,4/24/24,8,2.384,11,1,3981.58,91,11,3.732,0.244,0,0.0043,44.48,0,1,Process failure leading to 11295 loss; root cause: human error; impacted accounts: multiple.,0.216,0,0,0
UNIT_105,7/28/23,4,2.872,5,1,5433.02,399,14,3.545,0.113,1,0.0242,80.93,0,0,,0.076,0,0,0
UNIT_005,7/30/24,1,2.44,2,0,4668.97,218,4,4.057,0.473,1,0.0187,76.62,0,0,,0.353,0,0,0
UNIT_096,10/7/23,1,1.289,7,2,429.25,34,16,4.577,0.347,0,0.0074,40.64,0,0,Process failure leading to 5053 loss; root cause: human error; impacted accounts: multiple.,0.095,1,0,0
UNIT_006,7/23/24,2,5.444,5,2,1596.1,369,24,1,0.057,1,0.0029,62.13,0,0,,0.147,0,0,0
UNIT_038,6/14/23,8,3.467,12,1,4401.67,154,4,2.846,0.685,3,0.0063,26.07,0,0,,0.218,0,0,0
UNIT_002,1/1/23,1,5.819,2,1,807.06,30,7,2.597,0.131,0,0.0217,53.23,0,0,,0.196,0,0,0
UNIT_040,12/30/24,5,3.34,10,3,265.42,380,9,3.303,0.34,3,0.029,61.23,0,0,,0.079,0,0,0
UNIT_075,2/17/24,5,4.04,14,1,2688.67,349,6,2.417,0.125,0,0.0214,27.34,0,1,,0.174,0,0,0
UNIT_010,5/27/24,5,2.707,9,4,3295.15,361,20,2.791,0.684,1,0.0254,129.02,0,0,Process failure leading to 27765 loss; root cause: human error; impacted accounts: multiple.,0.462,0,0,0
UNIT_045,12/31/23,3,0.42,8,0,147.59,205,22,2.259,0.164,1,0,14.17,0,0,,0.205,0,0,0
UNIT_014,2/2/24,2,1.696,12,2,879.41,128,10,3.792,0.395,2,0.0198,8.34,0,0,Near miss detected during scheduled change. No loss recorded.,0.286,0,0,0
UNIT_082,11/1/23,4,6.576,15,5,786.8,55,6,2.536,0.122,0,0.0007,87.73,0,0,,0.412,1,0,0
UNIT_058,2/25/24,0,3.586,8,2,837.14,178,13,3.671,0.107,2,0.0369,27.52,0,0,,0.217,0,0,0
UNIT_040,11/6/23,1,2.578,3,5,1563.31,265,11,2.243,0.407,1,0.0156,71.16,0,0,,0.058,0,0,0
UNIT_024,6/14/24,3,5.641,8,3,1040.23,130,17,4.768,0.236,0,0.0119,35.7,0,0,,0.502,0,0,0
UNIT_078,3/12/23,3,2.638,4,1,12850.73,122,7,3.555,0.321,0,0.0044,40.86,0,1,,0.132,0,0,0
UNIT_107,1/22/23,5,3.352,1,1,7390.7,205,1,2.728,0.126,1,0.0229,7.17,0,0,,0.291,0,0,0
UNIT_048,3/22/23,7,4.078,10,4,3325.43,327,12,3.581,0.62,0,0.024,41.2,0,2,,0.261,0,0,0
UNIT_103,8/7/23,6,4.176,13,2,2730.66,269,13,4.392,0.241,0,0.0068,25.59,0,1,,0.255,0,0,0
UNIT_105,9/22/23,2,4.28,5,2,198.64,169,14,2.375,0.052,1,0.0166,55.47,0,0,,0.259,1,0,0
UNIT_102,12/15/23,2,5.166,9,2,383.91,209,16,3.527,0.361,3,0.0239,58.79,1,1,,0.113,0,0,0
UNIT_092,5/20/23,4,3.492,15,3,4199.04,350,13,2.811,0.214,1,0.0254,53.08,0,0,,0.402,0,0,0
UNIT_112,7/8/24,2,2.873,7,0,4975.88,184,17,1.702,0.399,0,0.0392,54.02,0,0,,0.1,0,0,0
UNIT_106,10/10/24,6,6.752,12,4,10914.4,368,28,3.62,0.408,0,0.0392,1,0,2,,0.107,1,0,0
UNIT_057,2/1/24,4,2.565,6,1,4842.45,131,14,2.559,0.135,0,0.0349,38.03,0,0,,0.144,0,0,0
UNIT_044,11/4/24,2,3.422,12,1,132.49,339,7,1.605,0.298,1,0.0466,7.14,1,2,,0.108,0,0,0
UNIT_080,9/26/23,6,6.991,11,2,382.14,179,16,3,0.189,0,0.0367,48.49,0,0,,0.093,0,0,0
UNIT_032,6/10/24,2,2.298,14,4,2450.29,305,10,2.959,0.378,0,0.0147,39.86,0,0,,0.018,0,0,0
UNIT_076,12/13/24,6,6.112,14,2,942.59,234,2,2.885,0.221,0,0.0175,12.52,0,1,,0.171,0,0,0
UNIT_086,2/15/23,5,1.437,5,1,2280,373,1,2.372,0.324,0,0.0149,44.8,1,4,,0.097,0,0,0
UNIT_098,4/17/24,5,2.557,0,1,7381.05,247,5,1.96,0.222,0,0.0141,1,0,0,,0.331,2,0,0
UNIT_080,2/23/23,3,4.23,16,2,22393.39,336,14,2.419,0.373,0,0.0173,18.08,0,1,,0.176,0,0,0
UNIT_028,8/19/24,4,3.697,15,2,14430.18,339,24,2.908,0.344,0,0.0414,47.8,0,0,,0.563,1,0,0
UNIT_088,10/21/24,4,5.523,1,0,6766.92,363,2,4.54,0.361,0,0,45.01,1,2,,0.083,1,0,0
UNIT_096,11/13/23,3,3.846,7,0,394.77,177,19,5,0.209,0,0.0094,51.19,0,0,,0.013,1,0,0
UNIT_083,10/13/23,4,4.351,12,0,2243.77,210,4,2.783,0.344,0,0.0611,69.51,1,1,,0.047,0,0,0
UNIT_090,4/15/24,8,7.568,15,3,4457.43,270,1,2.276,0.408,1,0.0425,26.89,0,1,,0.327,0,0,0
UNIT_102,6/6/24,1,2.207,5,3,1318.35,253,17,2.821,0.587,0,0.04,27.24,0,1,,0.17,0,0,0
UNIT_093,6/2/23,3,4.615,7,4,1743.17,236,1,3.264,0.477,3,0.0063,1,0,0,,0.087,0,0,0
UNIT_098,1/2/23,3,4.562,4,1,9730.97,305,4,1.969,0.055,0,0.0323,71.08,0,1,,0.627,0,0,0
UNIT_107,2/12/23,4,2.938,16,3,11007.19,372,7,3.095,0.122,0,0.0166,30.97,0,0,,0.484,0,0,0
UNIT_063,2/19/24,1,7.264,4,3,3088.95,285,11,2.728,0.408,0,0.0363,43.3,0,2,,0.542,1,0,0
UNIT_076,11/11/23,5,10.947,4,6,11870.63,58,4,3.926,0.22,0,0.0229,71.53,1,0,,0.425,0,0,0
UNIT_059,4/29/23,2,4.506,8,7,409.13,170,7,1.806,0.261,1,0.0374,72.55,0,0,,0.019,0,0,0
UNIT_009,8/8/24,5,8.857,4,3,12597.17,340,8,2.522,0.101,1,0.0291,113.67,0,0,,0.356,1,0,0
UNIT_116,12/6/23,6,6.578,15,2,835.38,176,4,4.201,0.342,0,0.0296,57.93,0,1,,0.349,0,0,0
UNIT_006,4/28/23,4,4.605,9,0,704.8,53,15,2.213,0.098,1,0,126.28,0,0,,0.752,0,0,0
UNIT_018,7/30/24,2,2.818,8,1,615.79,75,8,1,0.169,1,0.018,36.36,0,0,,0.234,0,1,9435.9
UNIT_084,3/7/24,5,6.372,13,6,10510.49,109,11,3.266,0.574,1,0.0094,65.21,0,0,Process failure leading to 9086 loss; root cause: human error; impacted accounts: multiple.,0.177,0,0,0
UNIT_075,1/30/24,3,4.314,7,2,223.34,40,10,2.417,0.124,0,0.0244,34.32,0,0,Near miss detected during scheduled change. No loss recorded.,0.154,0,0,0
UNIT_081,7/3/23,1,2.021,7,1,2206.98,370,2,1.865,0.172,0,0,87.6,0,0,,0.149,0,0,0
UNIT_120,9/8/23,2,5.423,5,4,11309.37,113,13,4.017,0.308,0,0.0198,59.68,0,0,,0.282,0,0,0
UNIT_020,3/28/23,8,5.304,6,3,2620.5,20,7,4.614,0.352,0,0.0276,50.21,0,0,,0.083,0,0,0
UNIT_080,12/12/24,4,3.896,13,2,10078.35,109,13,2.174,0.49,0,0.0116,30.3,0,0,,0.128,0,0,0
UNIT_046,2/9/24,2,4.747,4,2,4732.29,333,14,4.269,0.028,1,0.039,46.64,0,1,,0.125,2,0,0
UNIT_089,5/22/23,8,3.587,7,2,763.11,364,17,5,0.402,0,0.0064,34.39,0,0,,0.237,0,1,9481.09
UNIT_040,1/17/24,0,2.551,4,2,2601.5,11,13,1.226,0.047,0,0.0006,65.87,1,1,,0.455,0,0,0
UNIT_070,2/27/23,2,5.297,9,2,1467.14,107,20,1.778,0.434,3,0.0225,4.49,0,0,Process failure leading to 34416 loss; root cause: human error; impacted accounts: multiple.,0.23,0,0,0
UNIT_012,7/19/23,7,7.629,13,1,861.94,182,22,2.401,0.45,0,0.0228,39.23,0,0,,0.23,0,0,0
UNIT_025,7/27/24,4,2.56,6,3,20.26,126,9,4.099,0.639,2,0.0092,21.85,0,0,,0.108,1,0,0
UNIT_005,1/4/24,0,5.621,0,2,1348.38,294,8,4.867,0.057,1,0.0381,85.5,0,0,,0.09,0,0,0
UNIT_058,10/2/23,4,3.084,2,0,1211.14,261,17,2.565,0.178,0,0.0302,38.97,0,1,,0.016,0,0,0
UNIT_014,10/10/23,1,5.79,14,0,757.6,360,11,2.859,0.322,4,0.0083,57.92,0,0,,0.239,0,0,0
UNIT_013,1/16/24,4,1.694,0,1,1274.8,66,15,4.581,0.492,0,0.0116,75.29,0,0,,0.312,0,0,0
UNIT_021,6/17/23,8,6.789,16,5,19753.28,120,7,4.384,0.04,1,0.0025,58.27,1,0,,0.24,0,0,0
UNIT_022,12/29/23,5,7.217,13,7,3711.88,322,4,4.409,0.437,0,0.0239,33.6,0,1,,0.205,0,0,0
UNIT_065,10/10/23,3,5.608,15,2,5510.39,129,1,4.729,0.119,1,0.0338,29.22,0,1,Process failure leading to 5349 loss; root cause: human error; impacted accounts: multiple.,0.256,0,0,0
UNIT_048,4/25/24,4,5.323,15,5,31331.78,167,14,3.765,0.053,0,0.0121,47.31,0,0,,0.136,1,0,0
UNIT_108,1/27/24,0,3.256,2,3,5396.51,65,2,3.926,0.337,1,0.0172,92.81,0,0,Near miss detected during scheduled change. No loss recorded.,0.284,0,0,0
UNIT_051,6/6/24,3,6.848,18,1,4687.87,7,15,3.833,0.07,1,0,42.89,0,0,,0.184,0,0,0
UNIT_052,7/29/23,0,0.779,5,3,89.7,48,22,4.06,0.444,2,0.0081,46.52,0,0,,0.048,0,0,0
UNIT_112,8/6/23,4,4.043,8,3,4843.68,187,10,1.257,0.318,1,0.0338,44.27,0,0,,0.336,0,0,0
UNIT_095,10/13/24,1,1.263,3,1,3629.59,281,2,2.978,0.565,0,0.016,70.54,0,0,,0.04,0,0,0
UNIT_114,3/8/23,4,3.727,6,0,5051.29,168,14,4.318,0.152,0,0.0387,52.77,0,0,Process failure leading to 2039 loss; root cause: human error; impacted accounts: multiple.,0.206,0,0,0
UNIT_071,9/16/23,0,0,0,0,7025.57,49,20,3.132,0.202,1,0.0056,49.89,0,0,,0.071,0,0,0
UNIT_012,12/23/23,8,7.943,11,1,542.05,201,22,2.626,0.301,1,0.0491,27.63,0,0,,0.492,0,0,0
UNIT_090,8/6/24,11,6.272,12,6,16953.59,79,4,2.565,0.252,1,0.037,56.47,0,1,,0.619,1,1,2611.98
UNIT_037,6/12/24,2,7.21,6,2,21268.98,66,1,2.948,0.123,1,0.009,1,1,0,,0.029,0,0,0
UNIT_055,9/18/24,2,1.934,0,2,914.21,229,11,4.456,0.249,0,0.0325,23.57,0,1,,0.184,0,0,0
UNIT_009,8/14/24,4,6.786,12,1,286.59,182,9,2.407,0.709,0,0.0167,80.49,0,0,,0.066,1,0,0
UNIT_117,12/8/23,4,3.98,5,1,3119.07,23,1,3.252,0.292,3,0.0331,76.08,0,1,,0.143,0,0,0
UNIT_087,8/24/24,4,2.95,5,0,1169.16,351,19,4.408,0.073,0,0.0342,118.5,1,2,,0.234,0,0,0
UNIT_030,8/22/24,5,7.809,16,3,795.45,186,22,3.327,0.682,0,0.0155,21.74,0,2,,0.314,0,0,0
UNIT_100,11/16/24,1,2.229,18,0,2981.14,13,19,3.434,0.333,0,0.0284,69.86,0,0,,0.005,0,1,5561.5
UNIT_084,4/20/24,12,7.601,16,3,5877.1,148,16,4.355,0.41,0,0.0283,33.69,0,1,,0.527,0,0,0
UNIT_094,9/30/23,1,2.58,12,1,16130.85,175,1,2.446,0.165,0,0.0205,61.95,0,0,,0.2,0,0,0
UNIT_010,5/19/23,5,5.844,8,0,10076.85,294,22,3.278,0.579,1,0.0364,27.02,0,2,,0.181,0,0,0
UNIT_118,1/16/24,8,6.138,8,4,2891.89,218,19,4.139,0.264,0,0.0334,16.08,0,0,,0.579,0,0,0
UNIT_017,9/5/24,5,5.046,11,3,649.08,8,11,3.414,0.16,0,0.0231,89.63,0,0,,0.374,0,0,0
UNIT_074,1/6/23,3,4.991,8,0,3318.12,31,10,4.627,0.137,0,0.02,62.54,1,1,,0.191,0,0,0
UNIT_020,11/16/24,3,5.694,8,2,130.38,207,14,4.36,0.353,0,0,88.54,0,0,,0.598,0,0,0
UNIT_027,6/28/24,5,3.846,3,3,4393.15,93,21,3.547,0.211,0,0.0159,65.39,0,1,,0.475,0,0,0
UNIT_095,10/12/24,0,2.561,6,1,2289.21,177,7,2.021,0.15,0,0.026,9.64,1,0,,0.215,0,0,0
UNIT_089,8/24/24,2,3.951,10,4,2547.05,22,13,5,0.312,0,0.0261,43.49,0,0,,0.181,0,0,0
UNIT_101,6/9/24,3,4.996,8,1,2553.11,285,3,2.657,0.326,0,0.0237,92.3,0,0,Process failure leading to 43066 loss; root cause: human error; impacted accounts: multiple.,0.09,0,0,0
UNIT_033,3/27/24,4,3.263,15,6,6599.4,171,12,3.12,0.324,0,0.044,19.94,0,1,,0.322,0,0,0
UNIT_019,10/26/23,4,3.446,11,3,4053.62,173,19,4.006,0.031,1,0.0117,66.59,0,0,,0.105,0,0,0
UNIT_087,5/10/24,4,4.626,9,4,2996.02,86,18,2.885,0.256,2,0.0294,52.4,0,0,Near miss detected during scheduled change. No loss recorded.,0.118,0,0,0
UNIT_070,9/29/24,6,6.397,7,3,3345.05,301,18,2.504,0.707,0,0.0167,39.49,0,1,,0.078,0,1,349.04
UNIT_066,3/23/23,7,3.399,13,2,2405.32,223,22,2.203,0.163,1,0.0147,7.32,0,0,Near miss detected during scheduled change. No loss recorded.,0.039,0,0,0
UNIT_055,10/29/24,4,3.086,4,3,1053.14,390,15,3.134,0.318,0,0.0147,44.67,0,1,Process failure leading to 2277 loss; root cause: human error; impacted accounts: multiple.,0.101,0,0,0
UNIT_101,3/19/23,6,4.29,8,0,5138.31,197,8,5,0.069,1,0.017,62.78,0,0,,0.478,0,0,0
UNIT_047,3/17/24,4,3.829,1,0,4094.27,240,7,1.259,0.402,2,0.0192,137.49,0,2,,0.084,0,0,0
UNIT_022,5/22/23,8,6.843,18,3,4989.39,247,1,4.252,0.275,1,0.0162,26.55,0,0,,0.158,0,0,0
UNIT_092,12/13/23,1,4.127,14,2,900.28,96,19,2.347,0.268,2,0.0291,37.82,0,1,,0.229,0,0,0
UNIT_056,11/10/24,2,3.393,6,1,273.56,87,12,1.686,0.288,0,0.0174,1,0,1,,0.219,0,0,0
UNIT_074,11/6/23,4,3.27,12,3,2021.55,153,7,4.438,0.156,0,0,50.19,0,0,,0.245,0,0,0
UNIT_105,10/2/23,3,3.681,8,3,938.71,105,20,2.387,0.077,0,0.0419,55.82,0,0,,0.064,1,1,3913.17
UNIT_100,12/20/24,4,2.693,6,3,1696.08,82,16,3.201,0.438,0,0.0086,47.69,0,1,Near miss detected during scheduled change. No loss recorded.,0.245,0,1,3768.72
UNIT_055,12/30/23,2,0.47,6,0,8183.94,51,9,4.262,0.275,0,0.0007,22.37,0,0,,0.023,0,0,0
UNIT_035,3/30/23,6,3.361,2,2,1633.97,120,12,3.609,0.381,0,0.022,1,0,0,Process failure leading to 1858 loss; root cause: human error; impacted accounts: multiple.,0.224,1,0,0
UNIT_017,10/4/23,6,7.354,4,0,274.52,92,13,3.026,0.146,3,0.0111,59.54,0,0,,0.546,1,0,0
UNIT_117,11/11/24,4,7.182,2,0,5614.96,215,4,3.95,0.606,1,0.0296,8.78,0,0,,0.122,0,0,0
UNIT_004,11/9/24,6,5.535,10,5,6905.93,112,4,3.706,0.122,0,0.0121,41.3,0,0,,0.166,0,0,0
UNIT_019,11/5/24,2,2.693,4,4,9965.92,68,19,5,0.29,1,0.022,106.46,0,0,,0.348,0,1,4428.64
UNIT_072,9/3/24,2,1.408,12,0,3178.28,86,10,2.556,0.159,1,0.0151,31.31,0,1,,0.144,0,0,0
UNIT_118,2/8/24,4,2.887,4,2,5759.37,42,22,4.541,0.413,0,0.0379,44.81,1,2,Near miss detected during scheduled change. No loss recorded.,0.16,1,0,0
UNIT_029,8/13/24,2,0.861,4,1,492.86,136,23,3.615,0.168,1,0.0184,91.16,0,0,,0.191,0,0,0
UNIT_018,3/13/23,2,4.292,2,1,906.64,331,10,1,0.226,2,0.0277,43.57,0,0,,0.554,0,0,0
UNIT_112,7/17/24,2,4.202,15,1,5343.6,48,15,2.375,0.291,1,0.0422,68.06,0,1,,0.03,0,0,0
UNIT_095,10/1/23,3,2.576,7,2,690.15,193,7,1.712,0.325,0,0.023,69.75,0,0,,0.157,0,0,0
UNIT_118,1/12/23,1,4.071,14,2,6036.9,377,22,3.39,0.056,0,0.0371,47.57,0,0,Process failure leading to 11309 loss; root cause: human error; impacted accounts: multiple.,0.3,0,0,0
UNIT_073,7/5/24,4,2.17,3,2,5293.39,363,4,3.584,0.333,0,0.0192,72.29,1,1,,0.323,0,1,5558.33
UNIT_054,11/23/23,6,4.054,3,0,328.13,92,28,3.874,0.117,0,0.0337,3.39,0,1,,0.105,0,0,0
UNIT_045,8/23/23,3,0.591,5,0,1109.46,292,22,1.853,0.502,1,0.0156,62.22,0,0,,0.378,0,0,0
